dataset,arch,student,strategy,n_views,accuracy,auc_roc,ece,nll,inf_ms,temperature
breastmnist,deit_tiny,S3,baseline,10,0.8525641025641025,0.8535923141186299,0.07274349874410875,0.449613094329834,,1.1187
breastmnist,deit_tiny,S3,maxprob,10,0.8589743589743589,0.8552631578947368,0.07667606686934447,0.4531475007534027,,1.1187
breastmnist,deit_tiny,S3,entropy,10,0.8589743589743589,0.8552631578947368,0.08340403628654969,0.45687904953956604,,1.1187
breastmnist,deit_tiny,S3,variance,10,0.8525641025641025,0.8615288220551379,0.07596731185913089,0.46845266222953796,,1.1187
breastmnist,deit_tiny,S3,variance_inv,10,0.8141025641025641,0.8393901420217209,0.08800794260624127,0.4745528995990753,,1.1187
breastmnist,deit_tiny,S3,mc_dropout,T=20,0.8461538461538461,0.8663324979114453,0.0829533644211598,0.5414943695068359,,1.1187
breastmnist,deit_tiny,S3,ts_only,1,0.8461538461538461,0.8675856307435255,0.07753313008027199,0.5117622017860413,,1.1187
breastmnist,deit_tiny,S3,ts_entropy,10,0.8589743589743589,0.8563074352548037,0.08369368467575462,0.44742918014526367,,1.1187
breastmnist,deit_tiny,S3,top3,10,0.8461538461538461,0.8652882205513784,0.10264586485349216,0.5819846987724304,,1.1187
breastmnist,deit_tiny,S3,top5,10,0.8589743589743589,0.8677944862155388,0.09187167921127418,0.5297212600708008,,1.1187
breastmnist,deit_tiny,S3,top7,10,0.8589743589743589,0.8636173767752715,0.09684593058549439,0.5250211358070374,,1.1187
