dataset,strategy,n_views,accuracy,auc_roc,ece,nll
pneumoniamnist,maxprob,2,0.844551282051282,0.9702060048213894,0.0969759929829683,0.482930451631546
pneumoniamnist,maxprob,5,0.8653846153846154,0.9746110015340785,0.0831752930505154,0.45449045300483704
pneumoniamnist,maxprob,10,0.8605769230769231,0.9783694937541092,0.08797493147162287,0.48201224207878113
pneumoniamnist,maxprob,20,0.8637820512820513,0.9771422309883848,0.081010543096524,0.479390949010849
pneumoniamnist,maxprob,50,0.8621794871794872,0.9779969318430857,0.0845808243522277,0.4737235903739929
