dataset,n_views,accuracy,auc_roc,ece,nll,inf_ms
breastmnist,1,0.8653846153846154,0.914578111946533,0.052030133513303906,0.3267412483692169,0.2942493589706338
breastmnist,5,0.8782051282051282,0.9139515455304928,0.036543616117575214,0.3177337050437927,3.406538461534253
breastmnist,10,0.8782051282051282,0.9181286549707602,0.03857830625313979,0.30785641074180603,9.088108974351483
breastmnist,20,0.8846153846153846,0.9147869674185464,0.0355529960913536,0.31141242384910583,17.860053205134673
breastmnist,50,0.8717948717948718,0.9225146198830408,0.04785977418606098,0.3079497814178467,46.95628461537966
