dataset,n_views,accuracy,auc_roc,ece,nll,inf_ms
dermamnist,1,0.828428927680798,0.957767322025119,0.11477383488134257,0.7478918433189392,0.17582528678377501
dermamnist,5,0.8339152119700748,0.958208809394517,0.06332207646155896,0.5938673615455627,4.21357057356343
dermamnist,10,0.8334164588528679,0.9633574822361156,0.07100608519782446,0.5594243407249451,10.875320997508068
dermamnist,20,0.8369077306733167,0.9633630858303442,0.06671048921539899,0.549075722694397,22.578663690774984
dermamnist,50,0.8349127182044888,0.9631356728293027,0.06991856353835868,0.5426937341690063,51.901209326686676
