dataset,arch,student,strategy,n_views,accuracy,auc_roc,ece,nll,inf_ms,temperature
dermamnist,deit_tiny,S2,baseline,10,0.8074812967581048,0.9482042092042379,0.10080118317556497,0.6808698177337646,,1.3963
dermamnist,deit_tiny,S2,maxprob,10,0.8109725685785536,0.9482950000836102,0.10422131561876233,0.6930723786354065,,1.3963
dermamnist,deit_tiny,S2,entropy,10,0.8124688279301746,0.9484023976184419,0.10610016193473133,0.7008064985275269,,1.3963
dermamnist,deit_tiny,S2,variance,10,0.8114713216957606,0.9483005833332098,0.10864771863171582,0.7037572264671326,,1.3963
dermamnist,deit_tiny,S2,variance_inv,10,0.8074812967581048,0.9476980336530928,0.08630573889263846,0.6638028025627136,,1.3963
dermamnist,deit_tiny,S2,mc_dropout,T=20,0.8044887780548629,0.9427262734013429,0.13882312440218178,0.8723453283309937,,1.3963
dermamnist,deit_tiny,S2,ts_only,1,0.8054862842892768,0.943547972388455,0.11188099081082237,0.6927189826965332,,1.3963
dermamnist,deit_tiny,S2,ts_entropy,10,0.8134663341645886,0.9487913103532668,0.08521777870054556,0.5984604358673096,,1.3963
dermamnist,deit_tiny,S2,top3,10,0.8189526184538654,0.9452489472732879,0.12890126766112078,0.9401200413703918,,1.3963
dermamnist,deit_tiny,S2,top5,10,0.8134663341645886,0.9457765453632304,0.1273769694819415,0.8765057325363159,,1.3963
dermamnist,deit_tiny,S2,top7,10,0.8129675810473815,0.9466405007455706,0.12405240665052894,0.822133481502533,,1.3963
