dataset,arch,student,strategy,n_views,accuracy,auc_roc,ece,nll,inf_ms,temperature
pneumoniamnist,effb0,S5,baseline,10,0.8573717948717948,0.9831689677843524,0.08216967949500453,0.41535353660583496,10.510836378204822,1.0812
pneumoniamnist,effb0,S5,maxprob,10,0.8557692307692307,0.9831908831908831,0.0857920499566274,0.4267924726009369,10.510836378204822,1.0812
pneumoniamnist,effb0,S5,entropy,10,0.8557692307692307,0.9833114179268025,0.08818749510324919,0.4355398416519165,10.510836378204822,1.0812
pneumoniamnist,effb0,S5,variance,10,0.8509615384615384,0.9824238439623055,0.10456143424679067,0.4817977249622345,10.510836378204822,1.0812
pneumoniamnist,effb0,S5,variance_inv,10,0.8477564102564102,0.9815910585141355,0.058581592371830596,0.39490026235580444,10.510836378204822,1.0812
pneumoniamnist,effb0,S5,mc_dropout,T=20,0.8782051282051282,0.9659544159544159,0.0915189218253661,0.4974716305732727,10.581275000000018,1.0812
pneumoniamnist,effb0,S5,ts_only,1,0.8766025641025641,0.9654394039009424,0.09098043063512215,0.47366806864738464,0.6253541666675725,1.0812
pneumoniamnist,effb0,S5,ts_entropy,10,0.8525641025641025,0.9832895025202718,0.08939125207372203,0.4215089976787567,10.510836378204822,1.0812
pneumoniamnist,effb0,S5,top3,10,0.8365384615384616,0.9727207977207977,0.13398132759791154,0.8120431303977966,10.510836378204822,1.0812
pneumoniamnist,effb0,S5,top5,10,0.8525641025641025,0.9738658777120316,0.11671633722308358,0.647531270980835,10.510836378204822,1.0812
pneumoniamnist,effb0,S5,top7,10,0.8589743589743589,0.9704361165899626,0.09945985627097959,0.5833426713943481,10.510836378204822,1.0812
