dataset,strategy,n_views,accuracy,auc_roc,ece,nll
organamnist,variance,2,0.7346158173022838,0.9723024359475585,0.07567496582679638,0.6180466413497925
organamnist,variance,5,0.9524693441331983,0.9944449784278685,0.10403868980812185,0.3089734613895416
organamnist,variance,10,0.9530880863989201,0.9960618063291468,0.04943386517194385,0.2216222584247589
organamnist,variance,20,0.9535380807739903,0.9961759440205346,0.04882869587590712,0.21858130395412445
organamnist,variance,50,0.9539880751490606,0.9962370589288964,0.048455708381804886,0.2171466052532196
