dataset,arch,student,strategy,n_views,accuracy,auc_roc,ece,nll,inf_ms,temperature
organamnist,effb0,S4,baseline,10,0.9589380132748341,0.9980526588143054,0.05679300800259218,0.1798941195011139,10.145340443244537,1.1328
organamnist,effb0,S4,maxprob,10,0.9591067611654854,0.9978929971698566,0.05279912508664568,0.17824770510196686,10.145340443244537,1.1328
organamnist,effb0,S4,entropy,10,0.9590505118686017,0.9977883271772455,0.04898169331964188,0.17717550694942474,10.145340443244537,1.1328
organamnist,effb0,S4,variance,10,0.9590505118686017,0.997807321196921,0.05028844138529639,0.177881121635437,10.145340443244537,1.1328
organamnist,effb0,S4,variance_inv,10,0.9591630104623692,0.9980835887531216,0.06577511984192357,0.1892319619655609,10.145340443244537,1.1328
organamnist,effb0,S4,mc_dropout,T=20,0.9586567667904151,0.998813289510202,0.026300186057275278,0.1658451408147812,10.671578872764153,1.1328
organamnist,effb0,S4,ts_only,1,0.9586567667904151,0.9988075338235461,0.024597255298707495,0.1544855684041977,0.5567041343234118,1.1328
organamnist,effb0,S4,ts_entropy,10,0.9588817639779503,0.9978960160800525,0.04952129113458247,0.17399336397647858,10.145340443244537,1.1328
organamnist,effb0,S4,top3,10,0.9586567667904151,0.9978065098613901,0.07478980439923477,0.2596508264541626,10.145340443244537,1.1328
organamnist,effb0,S4,top5,10,0.9595567555405558,0.9981124529080734,0.05085362742763625,0.20578646659851074,10.145340443244537,1.1328
organamnist,effb0,S4,top7,10,0.9592755090561368,0.9981934007701235,0.04384565890666833,0.18332628905773163,10.145340443244537,1.1328
