dataset,strategy,n_views,accuracy,auc_roc,ece,nll
organamnist,variance,2,0.7278096523793453,0.9723709592935657,0.09845351129485298,0.6768194437026978
organamnist,variance,5,0.9446506918663516,0.9931822405236921,0.11194985087247247,0.3615454137325287
organamnist,variance,10,0.9477444031949601,0.9955675400682342,0.047664905007811696,0.24438968300819397
organamnist,variance,20,0.9475756553043087,0.9955945466296057,0.04900504634101123,0.24370287358760834
organamnist,variance,50,0.9475194060074249,0.9956864545367463,0.04977692908082829,0.24185670912265778
