dataset,arch,student,strategy,n_views,accuracy,auc_roc,ece,nll,inf_ms,temperature
dermamnist,deit_tiny,S2,baseline,10,0.8164588528678304,0.9523773638151799,0.09505888708214513,0.6508476138114929,,1.3472
dermamnist,deit_tiny,S2,maxprob,10,0.8159600997506234,0.9525008409315586,0.10358655085587437,0.6632559299468994,,1.3472
dermamnist,deit_tiny,S2,entropy,10,0.8144638403990025,0.9526580595892945,0.10727174662592404,0.6725447773933411,,1.3472
dermamnist,deit_tiny,S2,variance,10,0.8154613466334164,0.952632497660997,0.1087398632208903,0.6744498014450073,,1.3472
dermamnist,deit_tiny,S2,variance_inv,10,0.8139650872817955,0.9518564987821546,0.08220885143315704,0.6327881217002869,,1.3472
dermamnist,deit_tiny,S2,mc_dropout,T=20,0.8129675810473815,0.9445684017810999,0.12722163199635222,0.7913312315940857,,1.3472
dermamnist,deit_tiny,S2,ts_only,1,0.8139650872817955,0.9451885386022238,0.10093703976741755,0.6531028747558594,,1.3472
dermamnist,deit_tiny,S2,ts_entropy,10,0.8134663341645886,0.9531070933936718,0.08619797113827636,0.5853878259658813,,1.3472
dermamnist,deit_tiny,S2,top3,10,0.8134663341645886,0.9456794048740763,0.14179849420996976,0.9115790724754333,,1.3472
dermamnist,deit_tiny,S2,top5,10,0.8159600997506234,0.9477256999768163,0.12943985558804724,0.8257700800895691,,1.3472
dermamnist,deit_tiny,S2,top7,10,0.8154613466334164,0.9484042959592502,0.12200391640389652,0.7762147188186646,,1.3472
