dataset,arch,n_views,accuracy,auc_roc,ece,nll,inf_ms
organamnist,deit_tiny,1,0.9537068286646417,0.9978931179648328,0.03061817750034672,0.20733188092708588,3.8107338620765434
organamnist,deit_tiny,5,0.9533130835864552,0.9947521539411323,0.11574177500139218,0.31369438767433167,10.251203796827697
organamnist,deit_tiny,10,0.9537068286646417,0.9963760861902572,0.05470475766525744,0.22296147048473358,16.5371969906628
organamnist,deit_tiny,20,0.9533693328833389,0.9964176544715051,0.05558518293584101,0.21998365223407745,22.027340932613374
organamnist,deit_tiny,50,0.9539880751490606,0.9964878970442151,0.05541317967874205,0.21810990571975708,57.018688018899994
