dataset,arch,student,strategy,n_views,accuracy,auc_roc,ece,nll,inf_ms,temperature
pneumoniamnist,effb0,S5,baseline,10,0.8621794871794872,0.9656476002629848,0.08473053765602598,0.46205198764801025,8.099104647435787,0.9986
pneumoniamnist,effb0,S5,maxprob,10,0.8621794871794872,0.9658557966250274,0.09357387438798564,0.475350022315979,8.099104647435787,0.9986
pneumoniamnist,effb0,S5,entropy,10,0.8605769230769231,0.9658557966250274,0.095350850182466,0.4844438135623932,8.099104647435787,0.9986
pneumoniamnist,effb0,S5,variance,10,0.8589743589743589,0.9631054131054131,0.11056754948237009,0.5386138558387756,8.099104647435787,0.9986
pneumoniamnist,effb0,S5,variance_inv,10,0.8509615384615384,0.9623493315801008,0.07087294671397945,0.4285013675689697,8.099104647435787,0.9986
pneumoniamnist,effb0,S5,mc_dropout,T=20,0.8685897435897436,0.9446088099934254,0.11270106373689115,0.6441774368286133,10.592883173076872,0.9986
pneumoniamnist,effb0,S5,ts_only,1,0.8685897435897436,0.9443841770764848,0.11513078069457638,0.6532374620437622,0.5051333333334003,0.9986
pneumoniamnist,effb0,S5,ts_entropy,10,0.8605769230769231,0.9658667543282927,0.09535747718734618,0.48474639654159546,8.099104647435787,0.9986
pneumoniamnist,effb0,S5,top3,10,0.8509615384615384,0.9617028270874426,0.13506285015207073,0.9459887742996216,8.099104647435787,0.9986
pneumoniamnist,effb0,S5,top5,10,0.8573717948717948,0.9589688801227262,0.12320780400664377,0.7784254550933838,8.099104647435787,0.9986
pneumoniamnist,effb0,S5,top7,10,0.8621794871794872,0.958393600701293,0.11150606301350467,0.6686661839485168,8.099104647435787,0.9986
