dataset,arch,n_views,accuracy,auc_roc,ece,nll,inf_ms
breastmnist,effb0,1,0.8333333333333334,0.900375939849624,0.04726003645322261,0.3455473482608795,0.40811730768370746
breastmnist,effb0,5,0.8397435897435898,0.9055973266499583,0.05739420728805738,0.3403252363204956,4.54248333334106
breastmnist,effb0,10,0.8717948717948718,0.9095655806182122,0.05856071450771429,0.3366071879863739,9.951916025644234
breastmnist,effb0,20,0.8782051282051282,0.9160401002506267,0.07632040748229393,0.33217084407806396,20.273749358985256
breastmnist,effb0,50,0.8782051282051282,0.9126984126984127,0.06938422872469975,0.33804476261138916,58.3708993589752
