dataset,arch,student,strategy,n_views,accuracy,auc_roc,ece,nll,inf_ms,temperature
pathmnist,resnet18,S1,baseline,10,0.9097493036211699,0.9903315947825573,0.022197161021338875,0.3068232238292694,,1.1768
pathmnist,resnet18,S1,maxprob,10,0.9101671309192201,0.9903816805650858,0.018915800808365982,0.30526190996170044,,1.1768
pathmnist,resnet18,S1,entropy,10,0.9105849582172701,0.9904969099332706,0.014535244058267631,0.3036983013153076,,1.1768
pathmnist,resnet18,S1,variance,10,0.9108635097493036,0.9904352782802724,0.014313087913319244,0.3050561547279358,,1.1768
pathmnist,resnet18,S1,variance_inv,10,0.9089136490250697,0.990132269176773,0.03675193043638404,0.31823092699050903,,1.1768
pathmnist,resnet18,S1,mc_dropout,T=20,0.9029247910863509,0.9923986026091648,0.06597426707615092,0.40914714336395264,,1.1768
pathmnist,resnet18,S1,ts_only,1,0.9034818941504178,0.9924416729254079,0.0611739749114826,0.36800193786621094,,1.1768
pathmnist,resnet18,S1,ts_entropy,10,0.9110027855153203,0.9909119497882402,0.016202141120407233,0.28945693373680115,,1.1768
pathmnist,resnet18,S1,top3,10,0.906824512534819,0.9931151282448306,0.042708927131462876,0.450212299823761,,1.1768
pathmnist,resnet18,S1,top5,10,0.9100278551532034,0.9933928379139293,0.03426483790273459,0.37085482478141785,,1.1768
pathmnist,resnet18,S1,top7,10,0.9105849582172701,0.993230061022968,0.028623813648077777,0.32622912526130676,,1.1768
