dataset,n_views,accuracy,auc_roc,ece,nll,inf_ms
pneumoniamnist,1,0.8733974358974359,0.9718551391628315,0.1047665525514346,0.6020044088363647,0.16515272435905595
pneumoniamnist,5,0.8653846153846154,0.9743699320622398,0.08367840869304465,0.4475197494029999,3.313956891025928
pneumoniamnist,10,0.8669871794871795,0.9781010300241069,0.08149218845825931,0.4734828770160675,9.524857532051684
pneumoniamnist,20,0.8637820512820513,0.9768189787420556,0.07628213900786181,0.46958738565444946,16.99610448718093
pneumoniamnist,50,0.8621794871794872,0.9776134122287968,0.07870237108988644,0.46613991260528564,44.012719551282764
