dataset,strategy,n_views,accuracy,auc_roc,ece,nll
dermamnist,entropy,2,0.8399002493765586,0.9591673429954227,0.07458746981739703,0.6221555471420288
dermamnist,entropy,5,0.8399002493765586,0.9592761061487288,0.06879486664572258,0.599048376083374
dermamnist,entropy,10,0.8433915211970074,0.9626603927725135,0.0736790081657971,0.5706721544265747
dermamnist,entropy,20,0.8453865336658354,0.9629370628466164,0.06992440390170665,0.5600399374961853
dermamnist,entropy,50,0.8473815461346633,0.9628153584551373,0.06695409808075639,0.5490707159042358
