dataset,arch,n_views,accuracy,auc_roc,ece,nll,inf_ms
bloodmnist,deit_tiny,1,0.9733995907629348,0.9987898816150038,0.01181276055916953,0.08953984081745148,11.016501812336637
bloodmnist,deit_tiny,5,0.9757380882782812,0.9988438596207716,0.009922700243991387,0.08474383503198624,21.185450482316657
bloodmnist,deit_tiny,10,0.9760304004676995,0.9989462321159424,0.007862935469395173,0.07681387662887573,23.012139140603946
bloodmnist,deit_tiny,20,0.9760304004676995,0.9989711472742286,0.007205164909920297,0.07677308470010757,42.32555515930942
bloodmnist,deit_tiny,50,0.9763227126571178,0.9989897616063672,0.007587708791979744,0.07518737018108368,80.83146878105929
