dataset,strategy,n_views,accuracy,auc_roc,ece,nll
bloodmnist,entropy,2,0.9845074539608302,0.9993832406504314,0.00651625785796967,0.05521753802895546
bloodmnist,entropy,5,0.9830458930137387,0.9993206716989143,0.004549597672850264,0.06017482280731201
bloodmnist,entropy,10,0.983338205203157,0.999397841051048,0.0034849797553815056,0.0553138367831707
bloodmnist,entropy,20,0.9839228295819936,0.9994508212476372,0.002958393156162635,0.053629472851753235
bloodmnist,entropy,50,0.9845074539608302,0.9995226466251462,0.004508995445316114,0.0519966185092926
