dataset,arch,student,strategy,n_views,accuracy,auc_roc,ece,nll,inf_ms,temperature
pneumoniamnist,deit_tiny,S5,baseline,10,0.8076923076923077,0.9708908612754766,0.13173410430168495,0.6809455752372742,,1.1891
pneumoniamnist,deit_tiny,S5,maxprob,10,0.8060897435897436,0.971192198115275,0.13724634614892492,0.6965296864509583,,1.1891
pneumoniamnist,deit_tiny,S5,entropy,10,0.8028846153846154,0.9713620425158886,0.14389830092206976,0.7076334953308105,,1.1891
pneumoniamnist,deit_tiny,S5,variance,10,0.8012820512820513,0.9723153626999781,0.15260085606804263,0.7648825645446777,,1.1891
pneumoniamnist,deit_tiny,S5,variance_inv,10,0.8157051282051282,0.9685513916283147,0.08659741463951576,0.6299404501914978,,1.1891
pneumoniamnist,deit_tiny,S5,mc_dropout,T=20,0.8221153846153846,0.9716195485426256,0.1467142802400467,0.8057255148887634,,1.1891
pneumoniamnist,deit_tiny,S5,ts_only,1,0.8221153846153846,0.971192198115275,0.1412692753932415,0.7014380693435669,,1.1891
pneumoniamnist,deit_tiny,S5,ts_entropy,10,0.8028846153846154,0.9722112645189568,0.13776286328450227,0.6409634351730347,,1.1891
pneumoniamnist,deit_tiny,S5,top3,10,0.7884615384615384,0.9722879684418146,0.17792419229562462,1.1833285093307495,,1.1891
pneumoniamnist,deit_tiny,S5,top5,10,0.8044871794871795,0.9726495726495726,0.17283038728130173,0.9813342690467834,,1.1891
pneumoniamnist,deit_tiny,S5,top7,10,0.8044871794871795,0.9727207977207978,0.15407948425182927,0.8972061276435852,,1.1891
