dataset,arch,student,strategy,n_views,accuracy,auc_roc,ece,nll,inf_ms,temperature
bloodmnist,deit_tiny,S1,baseline,10,0.9760304004676995,0.9989462321159424,0.007862935469395173,0.07681387662887573,,1.074
bloodmnist,deit_tiny,S1,maxprob,10,0.9766150248465361,0.9989645173071875,0.004333516435294208,0.07513563334941864,,1.074
bloodmnist,deit_tiny,S1,entropy,10,0.9777842736042093,0.9989678975609775,0.004989580352276388,0.07449202239513397,,1.074
bloodmnist,deit_tiny,S1,variance,10,0.9769073370359544,0.9989690666801933,0.0033230754287923887,0.07447239011526108,,1.074
bloodmnist,deit_tiny,S1,variance_inv,10,0.9766150248465361,0.9989083216277513,0.014343254157096686,0.0823512151837349,,1.074
bloodmnist,deit_tiny,S1,mc_dropout,T=20,0.9733995907629348,0.9987969798064169,0.011922408591164195,0.0883869007229805,,1.074
bloodmnist,deit_tiny,S1,ts_only,1,0.9733995907629348,0.9987901040269929,0.010110611944859346,0.08696519583463669,,1.074
bloodmnist,deit_tiny,S1,ts_entropy,10,0.9780765857936276,0.9989746694312887,0.007116889063289552,0.07453856617212296,,1.074
bloodmnist,deit_tiny,S1,top3,10,0.9771996492253727,0.9989602546728087,0.012980783841164665,0.0921752080321312,,1.074
bloodmnist,deit_tiny,S1,top5,10,0.9769073370359544,0.9989629489258433,0.008456529031821598,0.08088957518339157,,1.074
bloodmnist,deit_tiny,S1,top7,10,0.9769073370359544,0.9989586696809978,0.0067111863723382965,0.07729969918727875,,1.074
