dataset,strategy,n_views,accuracy,auc_roc,ece,nll
dermamnist,entropy,2,0.8164588528678304,0.9513946056055556,0.10762994814097435,0.7060691714286804
dermamnist,entropy,5,0.8149625935162095,0.9529081577440139,0.101110440477766,0.6717449426651001
dermamnist,entropy,10,0.8144638403990025,0.9526580595892945,0.10727174662592404,0.6725447773933411
dermamnist,entropy,20,0.8159600997506234,0.9523698061234404,0.1038344161468848,0.6662971377372742
dermamnist,entropy,50,0.8154613466334164,0.9525143344663635,0.10353067324048564,0.6626648902893066
