dataset,strategy,n_views,accuracy,auc_roc,ece,nll
bloodmnist,entropy,2,0.9830458930137387,0.9990036836494308,0.00643508442484542,0.062214188277721405
bloodmnist,entropy,5,0.9827535808243204,0.9990341894268611,0.008121268594519376,0.0704638659954071
bloodmnist,entropy,10,0.983338205203157,0.9990395276513327,0.005235153300760101,0.06627818197011948
bloodmnist,entropy,20,0.983338205203157,0.9990356663320583,0.0056135421240409815,0.06484054774045944
bloodmnist,entropy,50,0.9836305173925752,0.9990998755940822,0.0047536556464961716,0.06144511327147484
