dataset,arch,student,strategy,n_views,accuracy,auc_roc,ece,nll,inf_ms,temperature
dermamnist,resnet18,S2,baseline,10,0.8259351620947631,0.957513535433747,0.07696851695564917,0.5955002307891846,,1.3843
dermamnist,resnet18,S2,maxprob,10,0.8259351620947631,0.9576733786282137,0.0857153918083172,0.6031537652015686,,1.3843
dermamnist,resnet18,S2,entropy,10,0.8269326683291771,0.957665840685361,0.08835158987235547,0.6108006238937378,,1.3843
dermamnist,resnet18,S2,variance,10,0.8269326683291771,0.9577330024242887,0.08956335123043108,0.6113430261611938,,1.3843
dermamnist,resnet18,S2,variance_inv,10,0.8234413965087282,0.9570521545190355,0.06573007536350638,0.5874285101890564,,1.3843
dermamnist,resnet18,S2,mc_dropout,T=20,0.8249376558603492,0.9534536498549427,0.11189798953527225,0.7494601011276245,,1.3843
dermamnist,resnet18,S2,ts_only,1,0.8259351620947631,0.9529743813492152,0.08782739058099778,0.6163411140441895,,1.3843
dermamnist,resnet18,S2,ts_entropy,10,0.827930174563591,0.9580485699584409,0.06674717979835455,0.5354872345924377,,1.3843
dermamnist,resnet18,S2,top3,10,0.8299251870324189,0.9525279774163671,0.1213603797398898,0.8791512250900269,,1.3843
dermamnist,resnet18,S2,top5,10,0.829426433915212,0.954240528215929,0.11142364841446911,0.7881594896316528,,1.3843
dermamnist,resnet18,S2,top7,10,0.8259351620947631,0.9552225444053274,0.10422893680836497,0.7251952886581421,,1.3843
