dataset,strategy,n_views,accuracy,auc_roc,ece,nll
dermamnist,entropy,2,0.8364089775561098,0.959493902126975,0.071125978112518,0.5549736618995667
dermamnist,entropy,5,0.8433915211970074,0.9627749998108052,0.052233543583282485,0.5167948603630066
dermamnist,entropy,10,0.8423940149625935,0.9633443117922041,0.05378623861921697,0.5026587247848511
dermamnist,entropy,20,0.8433915211970074,0.9637549415934653,0.05369539158302648,0.4930422306060791
dermamnist,entropy,50,0.8448877805486285,0.9641191693666278,0.05180508568697147,0.49148425459861755
