dataset,arch,n_views,accuracy,auc_roc,ece,nll,inf_ms
organamnist,effb0,1,0.960287996400045,0.9982946595498273,0.025564095288069223,0.1699477881193161,0.6402443975699982
organamnist,effb0,5,0.9603442456969288,0.9955111644675582,0.11565271380352941,0.2714708745479584,4.463348740015926
organamnist,effb0,10,0.9628192147598155,0.9970112251504134,0.05631126756776183,0.18472208082675934,9.527800478118698
organamnist,effb0,20,0.9627629654629317,0.9971327934430154,0.058101172394365755,0.18349820375442505,17.339745955675234
organamnist,effb0,50,0.9629317133535831,0.9972040686994902,0.057148821429817906,0.1826353669166565,42.286134812689895
