dataset,arch,student,strategy,n_views,accuracy,auc_roc,ece,nll,inf_ms,temperature
pathmnist,resnet18,S1,baseline,10,0.9240947075208914,0.9920984105594708,0.025076977626360897,0.2796609699726105,11.945089373259059,1.1781
pathmnist,resnet18,S1,maxprob,10,0.9249303621169916,0.9921295063005413,0.017597484978792686,0.2765296697616577,11.945089373259059,1.1781
pathmnist,resnet18,S1,entropy,10,0.9263231197771588,0.9922190790547442,0.0148389192427765,0.2741725444793701,11.945089373259059,1.1781
pathmnist,resnet18,S1,variance,10,0.9260445682451254,0.9921729876993779,0.01596559725265981,0.2752498388290405,11.945089373259059,1.1781
pathmnist,resnet18,S1,variance_inv,10,0.9231197771587744,0.9918961914738375,0.051958885377994174,0.29386720061302185,11.945089373259059,1.1781
pathmnist,resnet18,S1,mc_dropout,T=20,0.9174094707520891,0.9947066071676071,0.05410397175626838,0.3320794701576233,10.468772674094783,1.1781
pathmnist,resnet18,S1,ts_only,1,0.9176880222841226,0.9946676177804122,0.05006727864317244,0.30252397060394287,0.5122369220055673,1.1781
pathmnist,resnet18,S1,ts_entropy,10,0.9267409470752089,0.9925602239260445,0.015356608370220461,0.2607344686985016,11.945089373259059,1.1781
pathmnist,resnet18,S1,top3,10,0.9207520891364902,0.9948021068572963,0.03155619897218136,0.37747666239738464,11.945089373259059,1.1781
pathmnist,resnet18,S1,top5,10,0.9259052924791087,0.9947763142614394,0.029585464709648544,0.3191084861755371,11.945089373259059,1.1781
pathmnist,resnet18,S1,top7,10,0.9259052924791087,0.9944028633651456,0.0236387538378617,0.2911345660686493,11.945089373259059,1.1781
