dataset,arch,student,strategy,n_views,accuracy,auc_roc,ece,nll,inf_ms,temperature
bloodmnist,effb0,S1,baseline,10,0.9830458930137387,0.9993851441462018,0.006292241945910643,0.05750420317053795,9.030095556854711,1.0915
bloodmnist,effb0,S1,maxprob,10,0.9830458930137387,0.9993884600221565,0.005061125492220277,0.05646095424890518,9.030095556854711,1.0915
bloodmnist,effb0,S1,entropy,10,0.983338205203157,0.999397841051048,0.0034849797553815056,0.0553138367831707,9.030095556854711,1.0915
bloodmnist,effb0,S1,variance,10,0.983338205203157,0.9993922977109042,0.0029906323781245785,0.055799443274736404,9.030095556854711,1.0915
bloodmnist,effb0,S1,variance_inv,10,0.9824612686349021,0.9993631671815466,0.01069448269343941,0.06200435385107994,9.030095556854711,1.0915
bloodmnist,effb0,S1,mc_dropout,T=20,0.9824612686349021,0.9993064176723193,0.010743869549696411,0.06689606606960297,10.139891230634502,1.0915
bloodmnist,effb0,S1,ts_only,1,0.9821689564454837,0.999301247970055,0.010832482003148104,0.06408515572547913,0.39276594562994177,1.0915
bloodmnist,effb0,S1,ts_entropy,10,0.9836305173925752,0.9994085447006057,0.00394889269785311,0.054463788866996765,9.030095556854711,1.0915
bloodmnist,effb0,S1,top3,10,0.9830458930137387,0.9993708464175619,0.011703370320312625,0.07633943855762482,9.030095556854711,1.0915
bloodmnist,effb0,S1,top5,10,0.9830458930137387,0.9993809069209738,0.009853254159756172,0.06679634749889374,9.030095556854711,1.0915
bloodmnist,effb0,S1,top7,10,0.9839228295819936,0.9993968226929288,0.008387913832152935,0.06094423681497574,9.030095556854711,1.0915
